Timestamp,Author_ID,Content,Likes,Retweets,Replies,Cleaned_Content,Sentiment_Polarity,Sentiment,Dominant_Topic
2024-11-21 13:31:00+00:00,1799490138260586496,"RT @FameEXGlobal: 🤔 How to start your USDⓈ-M Perpetual Futures trading? 

Follow these 3 simple steps here below👇

⭐️ Try our $BTC/ $USDT F…",0,224,0,"rt   how to start your usdm perpetual futures trading 

follow these  simple steps here below

 try our btc usdt f",0.0,Neutral,0
2024-11-21 13:31:00+00:00,1215650114016071681,"I made $100,000 in early 2024 and road-tripped it to $20,000.

In the last 2 months, I've gone from $20,000 to $150,000 on base memes.

I had $KEYCAT at $2M
I had $SKI at $1M
I had $TOSHI at $30M
I had $CHOMP at $6M

Here's how I'm making $1,000/day trading memes: https://t.co/bnHayDNxx9",0,0,1,"i made  in early  and roadtripped it to 

in the last  months ive gone from  to  on base memes

i had keycat at m
i had ski at m
i had toshi at m
i had chomp at m

heres how im making day trading memes ",-0.23333333333333336,Negative,3
2024-11-21 13:31:00+00:00,1723812987826229248,"@ayeafzal Get more insight on trading, joining wizz(beware scammer) one on one coaching mentorship program,click his link below and say hello👋🏻 to join now. Get direct access to signals and analysis.

https://t.co/ta7gqKZthy",0,0,0," get more insight on trading joining wizzbeware scammer one on one coaching mentorship programclick his link below and say hello to join now get direct access to signals and analysis

",0.3,Positive,1
2024-11-21 13:31:00+00:00,136595290,"Tennis Trading on Betfair
One to one advice from a Pro Trader

Complete Trading Guide
One payment for lifetime access and FREE updates

https://t.co/Gl0JyjCoEa
#Betfair",0,0,0,"tennis trading on betfair
one to one advice from a pro trader

complete trading guide
one payment for lifetime access and free updates


betfair",0.25,Positive,1
2024-11-21 13:31:00+00:00,2232354560,"@bapakemu I will be sharing out some of my Top trading strategies and marketing insight with those who are fully interested for Free on my telegram group 

Click on my link below to join💌
 👇👇👇
https://t.co/KxIubvKXQV",0,0,0," i will be sharing out some of my top trading strategies and marketing insight with those who are fully interested for free on my telegram group 

click on my link below to join
 
",0.3833333333333333,Positive,4
2024-11-21 13:30:59+00:00,1844348135671578624,"RT @xyro_io: Taking the Globe by Storm! 🌍⚡️

The gamified trading revolution is bringing people together worldwide, uniting a global commun…",0,48,0,"rt  taking the globe by storm 

the gamified trading revolution is bringing people together worldwide uniting a global commun",0.0,Neutral,0
2024-11-21 13:30:59+00:00,512680297,"@Baneee777 Say hi 👋 on telegram to join my trading group now 
💌
👇
https://t.co/hVTWypb4x3",0,0,0," say hi  on telegram to join my trading group now 


",0.0,Neutral,1
2024-11-21 13:30:59+00:00,1781460493258932224,"RT @FameEXGlobal: 🤔 How to start your USDⓈ-M Perpetual Futures trading? 

Follow these 3 simple steps here below👇

⭐️ Try our $BTC/ $USDT F…",0,224,0,"rt   how to start your usdm perpetual futures trading 

follow these  simple steps here below

 try our btc usdt f",0.0,Neutral,0
2024-11-21 13:30:59+00:00,1789828933296226304,"RT @FameEXGlobal: 🤔 How to start your USDⓈ-M Perpetual Futures trading? 

Follow these 3 simple steps here below👇

⭐️ Try our $BTC/ $USDT F…",0,224,0,"rt   how to start your usdm perpetual futures trading 

follow these  simple steps here below

 try our btc usdt f",0.0,Neutral,0
2024-11-21 13:30:59+00:00,1486306380822630402,"RT @FameEXGlobal: 🤔 How to start your USDⓈ-M Perpetual Futures trading? 

Follow these 3 simple steps here below👇

⭐️ Try our $BTC/ $USDT F…",0,224,0,"rt   how to start your usdm perpetual futures trading 

follow these  simple steps here below

 try our btc usdt f",0.0,Neutral,0
